MEV_ID,Estrategia,Archivo_generado,Detector_ID,Contrato_economico,Min_legs_fuente,Max_legs_fuente,Hops_repo,Hops_busqueda,Fuentes_cubiertas_sin_recorte_de_hops,Operadores_primarios,Operadores_secundarios,Pesos,Compilacion_Rhai,Estado_integracion,Ecuacion_original,Referencia_fuente
MEV-03-016,Mint/burn state arbitrage,generated/cartridges/strategies/mev_03_016_mint_burn_state_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A70:AA70"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A70:AB70"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2110:AJ2140""}"
MEV-03-017,Redemption-state arbitrage,generated/cartridges/strategies/mev_03_017_redemption_state_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A71:AA71"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A71:AB71"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2141:AJ2171""}"
MEV-03-018,Liquidity-add arbitrage,generated/cartridges/strategies/mev_03_018_liquidity_add_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A72:AA72"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A72:AB72"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2172:AJ2202""}"
MEV-03-019,Liquidity-removal arbitrage,generated/cartridges/strategies/mev_03_019_liquidity_removal_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A73:AA73"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A73:AB73"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2203:AJ2233""}"
MEV-03-020,Pool-initialization arbitrage,generated/cartridges/strategies/mev_03_020_pool_initialization_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A74:AA74"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A74:AB74"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2234:AJ2264""}"
MEV-03-021,Migration arbitrage,generated/cartridges/strategies/mev_03_021_migration_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A75:AA75"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A75:AB75"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2265:AJ2295""}"
MEV-03-022,Fee-switch arbitrage,generated/cartridges/strategies/mev_03_022_fee_switch_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A76:AA76"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A76:AB76"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2296:AJ2326""}"
MEV-03-023,Parameter-update arbitrage,generated/cartridges/strategies/mev_03_023_parameter_update_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A77:AA77"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A77:AB77"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2327:AJ2357""}"
MEV-03-024,Governance-execution arbitrage,generated/cartridges/strategies/mev_03_024_governance_execution_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A78:AA78"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A78:AB78"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2358:AJ2388""}"
MEV-03-025,Keeper-triggered arbitrage,generated/cartridges/strategies/mev_03_025_keeper_triggered_arbitrage.rhai,E_AUCTION,auction,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[19, 21, 23, 24]","[8, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Π(q,t)=FairExecutableValue(q)-AuctionPurchaseCost(q,t)-UnwindCost(q)-Gas; solve feasible q and timing under auction rules.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A79:AA79"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A79:AB79"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2389:AJ2419""}"
MEV-03-026,Auction-clearing arbitrage,generated/cartridges/strategies/mev_03_026_auction_clearing_arbitrage.rhai,E_AUCTION,auction,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[19, 21, 23, 24]","[8, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Π(q,t)=FairExecutableValue(q)-AuctionPurchaseCost(q,t)-UnwindCost(q)-Gas; solve feasible q and timing under auction rules.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A80:AA80"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A80:AB80"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2420:AJ2450""}"
MEV-03-027,Block-time arbitrage,generated/cartridges/strategies/mev_03_027_block_time_arbitrage.rhai,E_LATENCY,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 10, 11, 23]","[13, 16, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Trigger z=(p_fast-p_slow)/σ only identifies divergence; opportunity requires a firm executable quote/route and Π_net>0 before stale side updates.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A81:AA81"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A81:AB81"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2451:AJ2481""}"
MEV-03-028,Sequencer-latency arbitrage,generated/cartridges/strategies/mev_03_028_sequencer_latency_arbitrage.rhai,E_LATENCY,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 10, 11, 23]","[13, 16, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Trigger z=(p_fast-p_slow)/σ only identifies divergence; opportunity requires a firm executable quote/route and Π_net>0 before stale side updates.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A82:AA82"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A82:AB82"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2482:AJ2512""}"
MEV-03-029,Spam arbitrage,generated/cartridges/strategies/mev_03_029_spam_arbitrage.rhai,OBSERVE,observe_only,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[10, 11]",[22],UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"No is_opportunity=true. Emit structured evidence only until a lawful, deterministic, executable settlement path and required public/authorized data are present.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A83:AA83"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A83:AB83"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2513:AJ2543""}"
MEV-03-030,Reorg/time-bandit arbitrage,generated/cartridges/strategies/mev_03_030_reorg_time_bandit_arbitrage.rhai,OBSERVE,observe_only,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[10, 11]",[22],UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"No is_opportunity=true. Emit structured evidence only until a lawful, deterministic, executable settlement path and required public/authorized data are present.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A84:AA84"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A84:AB84"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2544:AJ2574""}"
MEV-03-031,Fork-state arbitrage,generated/cartridges/strategies/mev_03_031_fork_state_arbitrage.rhai,E_STATE,post_state_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[5, 8, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Given deterministic transition e, compute S'=T_e(S); revalue all claims/routes V(S') and compare executable acquisition/unwind cost. Emit only if transition is known and settlement executable.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A85:AA85"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A85:AB85"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2575:AJ2605""}"
MEV-04-001,Stablecoin peg arbitrage,generated/cartridges/strategies/mev_04_001_stablecoin_peg_arbitrage.rhai,P_PEG,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 15, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare executable market price with protocol mint/redeem conversion after fees and caps: Π=max(RedeemValue-MarketBuyCost, MarketSellProceeds-MintCost)-costs.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A86:AA86"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A86:AB86"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2606:AJ2636""}"
MEV-04-002,Cross-stablecoin arbitrage,generated/cartridges/strategies/mev_04_002_cross_stablecoin_arbitrage.rhai,P_PEG,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 15, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare executable market price with protocol mint/redeem conversion after fees and caps: Π=max(RedeemValue-MarketBuyCost, MarketSellProceeds-MintCost)-costs.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A87:AA87"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A87:AB87"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2637:AJ2667""}"
MEV-04-003,Algorithmic-stablecoin arbitrage,generated/cartridges/strategies/mev_04_003_algorithmic_stablecoin_arbitrage.rhai,P_PEG,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 15, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare executable market price with protocol mint/redeem conversion after fees and caps: Π=max(RedeemValue-MarketBuyCost, MarketSellProceeds-MintCost)-costs.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A88:AA88"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A88:AB88"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2668:AJ2698""}"
MEV-04-004,Collateralized-stablecoin arbitrage,generated/cartridges/strategies/mev_04_004_collateralized_stablecoin_arbitrage.rhai,P_PEG,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 15, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare executable market price with protocol mint/redeem conversion after fees and caps: Π=max(RedeemValue-MarketBuyCost, MarketSellProceeds-MintCost)-costs.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A89:AA89"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A89:AB89"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2699:AJ2729""}"
MEV-04-005,Mint–redeem stablecoin arbitrage,generated/cartridges/strategies/mev_04_005_mint_redeem_stablecoin_arbitrage.rhai,P_PEG,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 15, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare executable market price with protocol mint/redeem conversion after fees and caps: Π=max(RedeemValue-MarketBuyCost, MarketSellProceeds-MintCost)-costs.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A90:AA90"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A90:AB90"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2730:AJ2760""}"
MEV-04-006,Native–wrapped arbitrage,generated/cartridges/strategies/mev_04_006_native_wrapped_arbitrage.rhai,P_WRAP,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare exact wrap→sell and buy→unwrap paths against wrapper conversion ratio, fees and delay. Opportunity iff closed economic value >0.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A91:AA91"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A91:AB91"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2761:AJ2791""}"
MEV-04-007,Canonical–bridged token arbitrage,generated/cartridges/strategies/mev_04_007_canonical_bridged_token_arbitrage.rhai,P_WRAP,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare exact wrap→sell and buy→unwrap paths against wrapper conversion ratio, fees and delay. Opportunity iff closed economic value >0.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A92:AA92"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A92:AB92"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2792:AJ2822""}"
MEV-04-008,Cross-wrapper arbitrage,generated/cartridges/strategies/mev_04_008_cross_wrapper_arbitrage.rhai,P_WRAP,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare exact wrap→sell and buy→unwrap paths against wrapper conversion ratio, fees and delay. Opportunity iff closed economic value >0.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A93:AA93"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A93:AB93"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2823:AJ2853""}"
MEV-04-009,Synthetic–underlying arbitrage,generated/cartridges/strategies/mev_04_009_synthetic_underlying_arbitrage.rhai,P_WRAP,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare exact wrap→sell and buy→unwrap paths against wrapper conversion ratio, fees and delay. Opportunity iff closed economic value >0.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A94:AA94"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A94:AB94"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2854:AJ2884""}"
MEV-04-010,Receipt-token arbitrage,generated/cartridges/strategies/mev_04_010_receipt_token_arbitrage.rhai,P_4626,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Use preview/convertToAssets and convertToShares plus actual deposit/redeem limits/fees; compare executable share market price to redeemable asset value.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A95:AA95"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A95:AB95"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2885:AJ2915""}"
MEV-04-011,ERC-4626 share-price arbitrage,generated/cartridges/strategies/mev_04_011_erc_4626_share_price_arbitrage.rhai,P_4626,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Use preview/convertToAssets and convertToShares plus actual deposit/redeem limits/fees; compare executable share market price to redeemable asset value.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A96:AA96"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A96:AB96"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2916:AJ2946""}"
MEV-04-012,Vault share–underlying arbitrage,generated/cartridges/strategies/mev_04_012_vault_share_underlying_arbitrage.rhai,P_4626,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 13, 21]","[15, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Use preview/convertToAssets and convertToShares plus actual deposit/redeem limits/fees; compare executable share market price to redeemable asset value.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A97:AA97"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A97:AB97"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2947:AJ2977""}"
MEV-04-013,LP-token NAV arbitrage,generated/cartridges/strategies/mev_04_013_lp_token_nav_arbitrage.rhai,P_NAV,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[13, 19, 21]","[8, 11, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"NAV from exact redeemable components; Π=RedeemValue(token)-MarketCost(token)-unwind/fees, or inverse mint-and-sell path.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A98:AA98"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A98:AB98"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A2978:AJ3008""}"
MEV-04-014,Index token–basket arbitrage,generated/cartridges/strategies/mev_04_014_index_token_basket_arbitrage.rhai,P_NAV,redemption,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[13, 19, 21]","[8, 11, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"NAV from exact redeemable components; Π=RedeemValue(token)-MarketCost(token)-unwind/fees, or inverse mint-and-sell path.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A99:AA99"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A99:AB99"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A3009:AJ3039""}"
MEV-04-015,ETF-like token arbitrage,generated/cartridges/strategies/mev_04_015_etf_like_token_arbitrage.rhai,P_NAV,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[13, 19, 21]","[8, 11, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"NAV from exact redeemable components; Π=RedeemValue(token)-MarketCost(token)-unwind/fees, or inverse mint-and-sell path.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A100:AA100"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A100:AB100"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A3040:AJ3070""}"
MEV-04-016,RWA–NAV arbitrage,generated/cartridges/strategies/mev_04_016_rwa_nav_arbitrage.rhai,P_NAV,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[13, 19, 21]","[8, 11, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"NAV from exact redeemable components; Π=RedeemValue(token)-MarketCost(token)-unwind/fees, or inverse mint-and-sell path.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A101:AA101"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A101:AB101"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A3071:AJ3101""}"
MEV-04-017,Rebasing-token arbitrage,generated/cartridges/strategies/mev_04_017_rebasing_token_arbitrage.rhai,P_PEG,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 15, 21]","[11, 13, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Compare executable market price with protocol mint/redeem conversion after fees and caps: Π=max(RedeemValue-MarketBuyCost, MarketSellProceeds-MintCost)-costs.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A102:AA102"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A102:AB102"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A3102:AJ3132""}"
